Organization_ID,Industry,Company_Size,Employee_Count,AI_Tool,Adoption_Year,Monthly_Users,Productivity_Gain_Percent,Satisfaction_Score,AI_Investment_USD,Cost_Savings_USD,Adoption_Level,ROI_Percent
ORG04330,IT,Medium,725,Perplexity,2026,267,32.17,9.6,187336,219594,High,17.22
ORG04331,Manufacturing,Large,5029,Copilot,2026,1673,31.55,7.9,1284077,1715347,Medium,33.59
ORG04332,Manufacturing,Small,177,ChatGPT,2026,80,20.33,8.1,28299,46785,Low,65.32
ORG04333,Retail,Medium,290,Perplexity,2026,93,26.14,8.7,239030,268178,Low,12.19
ORG04334,Manufacturing,Large,1415,ChatGPT,2026,320,14.39,7.2,1549390,3442584,High,122.19
ORG04335,Manufacturing,Medium,626,Copilot,2026,121,26.58,7.4,237964,311234,Medium,30.79
ORG04336,Education,Medium,364,Claude,2026,127,14.59,6.2,188334,198932,Low,5.63
ORG04337,Manufacturing,Small,183,Gemini,2026,46,31.63,4.9,9392,18878,High,101.0
ORG04338,IT,Large,5600,Midjourney,2026,2096,12.36,8.7,1130163,1353501,Medium,19.76
ORG04339,Healthcare,Small,118,ChatGPT,2026,50,9.05,6.7,14340,34002,Medium,137.11
ORG04340,Healthcare,Medium,915,Claude,2026,216,12.41,5.3,56295,119548,High,112.36
ORG04341,Retail,Small,184,Claude,2026,40,28.23,6.2,27571,51617,Medium,87.21
ORG04342,Manufacturing,Medium,220,Claude,2026,90,28.97,7.2,218774,490785,Low,124.33
ORG04343,Education,Large,4757,Claude,2026,474,26.89,8.2,681147,1541926,Medium,126.37
ORG04344,IT,Small,168,Midjourney,2026,45,30.15,7.6,8420,10362,Low,23.06
ORG04345,IT,Small,191,Gemini,2026,75,11.5,5.0,11350,20439,High,80.08
ORG04346,IT,Medium,436,Midjourney,2026,159,17.26,7.4,226464,195957,Medium,-13.47
ORG04347,Finance,Medium,913,Perplexity,2026,56,21.77,6.9,232189,531511,Low,128.91
ORG04348,IT,Small,136,Copilot,2026,35,20.67,7.5,22591,47414,Medium,109.88
ORG04349,Finance,Medium,758,Midjourney,2026,118,6.59,7.7,126405,196630,High,55.56
ORG04350,Manufacturing,Medium,663,Gemini,2026,174,1.87,7.5,89375,137026,Medium,53.32
ORG04351,Healthcare,Medium,290,Gemini,2026,44,32.25,10.0,164265,296379,Medium,80.43
ORG04352,Healthcare,Medium,911,Claude,2026,396,6.05,6.9,103271,202045,Medium,95.65
ORG04353,Finance,Large,3849,Perplexity,2026,512,18.54,6.3,1483433,3538614,Medium,138.54
ORG04354,Retail,Medium,713,Claude,2026,318,37.83,9.2,195729,400461,High,104.6
ORG04355,IT,Small,39,ChatGPT,2026,14,21.56,6.2,27540,41973,Medium,52.41
ORG04356,Healthcare,Small,62,ChatGPT,2026,23,23.76,7.7,18353,41843,High,127.99
ORG04357,Manufacturing,Medium,929,Midjourney,2026,226,24.34,6.9,76014,164031,Low,115.79
ORG04358,Manufacturing,Small,33,ChatGPT,2026,16,27.89,6.1,37624,93145,Medium,147.57
ORG04359,Manufacturing,Large,2424,Gemini,2026,389,25.27,7.6,1621680,2518385,Medium,55.29
ORG04360,Finance,Small,147,ChatGPT,2026,9,24.9,8.0,28572,45814,Low,60.35
ORG04361,IT,Large,9950,Perplexity,2026,1154,15.7,6.8,1496090,1696220,Medium,13.38
ORG04362,Finance,Medium,642,Claude,2026,276,8.09,6.6,79429,146450,Medium,84.38
ORG04363,Education,Small,21,ChatGPT,2026,13,15.86,6.3,12363,22302,High,80.39
ORG04364,Finance,Large,9472,Midjourney,2026,593,31.47,8.8,1613550,1787902,Medium,10.81
ORG04365,Manufacturing,Large,7119,Copilot,2026,912,31.05,6.9,893653,1777476,Low,98.9
ORG04366,Education,Medium,573,Perplexity,2026,164,15.24,8.2,96982,125697,High,29.61
ORG04367,Finance,Small,151,ChatGPT,2026,67,20.94,7.7,46207,108599,Low,135.03
ORG04368,Education,Small,19,Midjourney,2026,11,22.73,8.9,37323,77251,Low,106.98
ORG04369,Education,Small,182,Copilot,2026,60,12.82,4.6,5279,5313,Medium,0.64
ORG04370,Manufacturing,Small,81,Perplexity,2026,35,18.08,8.3,49740,74388,Low,49.55
ORG04371,Education,Small,40,Copilot,2026,12,22.78,8.0,49931,111748,Low,123.8
ORG04372,Healthcare,Medium,588,ChatGPT,2026,112,8.22,7.7,92836,82857,Low,-10.75
ORG04373,Finance,Small,35,Copilot,2026,18,25.8,7.9,31839,44468,Medium,39.67
ORG04374,Manufacturing,Large,2751,Perplexity,2026,46,30.43,7.1,1096149,2289570,Medium,108.87
ORG04375,IT,Medium,574,Claude,2026,103,6.76,9.9,74863,65237,Medium,-12.86
ORG04376,IT,Small,63,Copilot,2026,25,18.73,4.3,49219,56513,Medium,14.82
ORG04377,Finance,Small,175,Claude,2026,60,15.38,6.8,11090,26126,Medium,135.58
ORG04378,Manufacturing,Medium,548,Perplexity,2026,85,25.9,7.7,160373,307372,High,91.66
ORG04379,Retail,Medium,487,ChatGPT,2026,189,32.26,6.5,99005,152834,High,54.37
ORG04380,Education,Small,62,Claude,2026,23,25.34,9.4,32296,44907,Medium,39.05
ORG04381,Manufacturing,Small,84,Midjourney,2026,34,12.42,6.6,14937,12383,Medium,-17.1
ORG04382,Manufacturing,Medium,889,Midjourney,2026,40,16.53,8.4,85834,69239,High,-19.33
ORG04383,IT,Medium,304,Copilot,2026,53,11.47,7.4,67237,149111,Medium,121.77
ORG04384,Manufacturing,Large,7582,ChatGPT,2026,3243,13.9,7.2,337776,681589,Low,101.79
ORG04385,Retail,Medium,217,Claude,2026,95,15.37,9.9,235073,517580,Medium,120.18
ORG04386,Retail,Small,107,Gemini,2026,22,21.28,8.2,34749,52142,Low,50.05
ORG04387,Retail,Large,8591,Perplexity,2026,1880,8.46,6.9,1668572,1440234,High,-13.68
ORG04388,IT,Small,37,ChatGPT,2026,14,13.58,8.6,18077,36121,High,99.82
ORG04389,Healthcare,Small,51,Perplexity,2026,11,26.5,7.4,49968,42276,Medium,-15.39
ORG04390,Manufacturing,Small,39,ChatGPT,2026,10,11.3,6.9,47929,74123,Low,54.65
ORG04391,IT,Medium,642,Gemini,2026,56,40.18,8.5,62420,103203,Medium,65.34
ORG04392,Manufacturing,Medium,602,Gemini,2026,209,32.92,5.9,141636,239530,Low,69.12
ORG04393,Education,Large,8899,ChatGPT,2026,2323,10.48,7.2,1463776,2396399,Medium,63.71
ORG04394,Education,Medium,492,Claude,2026,56,22.09,8.6,193348,318285,Low,64.62
ORG04395,Finance,Small,57,Midjourney,2026,6,21.42,5.8,5543,11050,Low,99.35
ORG04396,Healthcare,Small,110,Claude,2026,41,15.59,5.5,26141,46057,Medium,76.19
ORG04397,Healthcare,Small,89,Midjourney,2026,40,20.67,6.8,27082,45711,High,68.79
ORG04398,Manufacturing,Small,179,Midjourney,2026,31,21.32,8.8,15339,24727,Low,61.2
ORG04399,IT,Small,113,Copilot,2026,25,17.98,6.8,28377,52745,Low,85.87
ORG04400,Finance,Small,142,Gemini,2026,39,18.97,7.6,47766,84846,Low,77.63
ORG04401,Education,Large,2777,Copilot,2026,368,27.06,7.2,1556445,2817979,Medium,81.05
ORG04402,Finance,Medium,336,Claude,2026,79,21.77,6.2,129615,138774,High,7.07
ORG04403,IT,Medium,256,Claude,2026,64,28.64,8.1,183356,273772,High,49.31
ORG04404,Education,Small,136,Perplexity,2026,11,22.8,8.5,31894,73828,High,131.48
ORG04405,Finance,Medium,301,Gemini,2026,13,26.8,5.9,53891,114055,Low,111.64
ORG04406,Manufacturing,Large,3039,ChatGPT,2026,367,23.4,8.0,1968913,3617913,High,83.75
ORG04407,Manufacturing,Small,123,Gemini,2026,35,25.73,6.4,25426,38169,High,50.12
ORG04408,Education,Medium,910,Claude,2026,321,0.0,9.0,235028,408033,Medium,73.61
ORG04409,Retail,Small,24,Perplexity,2026,12,22.34,8.4,26082,35404,High,35.74
ORG04410,Education,Medium,550,ChatGPT,2026,146,19.96,7.7,93227,154345,High,65.56
ORG04411,Retail,Small,57,Perplexity,2026,17,22.68,7.7,5722,4651,High,-18.72
ORG04412,Education,Medium,549,Claude,2026,204,24.23,7.8,231300,192481,Medium,-16.78
ORG04413,Finance,Large,5449,Perplexity,2026,540,16.82,7.1,1365759,2504914,Medium,83.41
ORG04414,Manufacturing,Medium,922,ChatGPT,2026,180,25.72,7.2,139686,274951,Medium,96.84
ORG04415,Retail,Small,54,Claude,2026,12,26.92,9.4,26665,66586,Medium,149.71
ORG04416,Education,Small,196,Midjourney,2026,93,6.78,9.7,32982,49473,Medium,50.0
ORG04417,IT,Large,8439,Perplexity,2026,1628,37.73,10.0,471898,787129,High,66.8
ORG04418,Education,Small,192,Gemini,2026,77,0.0,7.4,27427,27192,High,-0.86
ORG04419,Education,Large,9848,Copilot,2026,4252,24.21,7.5,1183721,2310044,Low,95.15
ORG04420,IT,Large,2065,ChatGPT,2026,551,17.67,5.9,1848820,4252824,High,130.03
ORG04421,Healthcare,Medium,233,Midjourney,2026,12,32.99,7.7,70374,109608,Low,55.75
ORG04422,Finance,Large,5024,Perplexity,2026,628,36.68,7.6,377902,916802,Medium,142.6
ORG04423,Healthcare,Small,189,Claude,2026,33,14.44,7.1,24962,21543,Medium,-13.7
ORG04424,Finance,Medium,598,Claude,2026,157,20.33,8.3,236571,406446,Medium,71.81
ORG04425,Manufacturing,Small,181,Claude,2026,36,1.1,6.7,38715,40980,Low,5.85
ORG04426,IT,Medium,376,Gemini,2026,102,13.84,6.1,99116,176925,Medium,78.5
ORG04427,Healthcare,Large,9661,Copilot,2026,235,16.38,6.8,475172,713984,Low,50.26
ORG04428,Healthcare,Large,6623,Copilot,2026,3186,27.55,7.7,1737246,1691170,High,-2.65
ORG04429,Manufacturing,Small,55,Midjourney,2026,25,22.37,8.1,10079,22925,Medium,127.45
ORG04430,Manufacturing,Small,199,Midjourney,2026,75,18.3,8.3,30326,52287,Medium,72.42
ORG04431,Retail,Medium,687,Perplexity,2026,117,22.75,5.7,121789,295451,High,142.59
ORG04432,IT,Small,114,Gemini,2026,6,45.23,8.3,40627,36918,Medium,-9.13
ORG04433,Education,Small,134,ChatGPT,2026,64,10.66,8.0,44565,76646,Medium,71.99
ORG04434,Retail,Medium,868,ChatGPT,2026,110,19.47,8.1,208256,384075,High,84.42
ORG04435,Finance,Small,96,Midjourney,2026,6,24.53,8.1,20888,34911,Medium,67.13
ORG04436,Healthcare,Small,127,Gemini,2026,43,22.9,6.8,46650,42538,High,-8.81
ORG04437,Education,Medium,222,Midjourney,2026,69,36.75,8.3,100731,150602,Medium,49.51
ORG04438,Manufacturing,Medium,488,Claude,2026,150,26.34,7.5,80304,87105,Medium,8.47
ORG04439,Healthcare,Large,7538,ChatGPT,2026,622,34.32,8.2,1742770,2344577,Low,34.53
ORG04440,Education,Small,45,Midjourney,2026,7,31.76,8.9,33117,41492,Low,25.29
ORG04441,Manufacturing,Small,91,Midjourney,2026,14,30.88,9.4,19024,32287,Medium,69.72
ORG04442,Finance,Medium,481,Midjourney,2026,91,36.34,7.9,204306,332410,High,62.7
ORG04443,Healthcare,Small,141,Gemini,2026,48,21.14,8.5,9894,15734,Medium,59.03
ORG04444,Education,Medium,638,Midjourney,2026,194,24.24,9.4,176596,205879,Medium,16.58
ORG04445,Education,Small,28,Copilot,2026,13,24.95,7.6,49782,48744,Low,-2.09
ORG04446,Finance,Medium,673,Perplexity,2026,35,11.95,9.4,124943,192371,High,53.97
ORG04447,IT,Small,16,Claude,2026,13,36.23,8.1,10534,24466,Medium,132.26
ORG04448,Manufacturing,Small,77,ChatGPT,2026,18,26.94,6.4,47739,102309,Medium,114.31
ORG04449,Manufacturing,Large,8797,Gemini,2026,21,16.12,7.9,927508,1878365,High,102.52
ORG04450,Manufacturing,Medium,508,Gemini,2026,15,28.7,7.8,217894,182375,High,-16.3
ORG04451,Manufacturing,Medium,792,Gemini,2026,36,13.35,7.6,178721,437798,Medium,144.96
ORG04452,Healthcare,Small,38,ChatGPT,2026,18,35.75,7.4,10492,16651,Low,58.7
ORG04453,Education,Large,4509,Copilot,2026,1567,29.55,5.9,1366888,1191999,Low,-12.79
ORG04454,Education,Small,39,Copilot,2026,9,18.74,6.9,29612,34000,High,14.82
ORG04455,Education,Large,5232,Copilot,2026,2308,17.6,8.0,274920,466113,Medium,69.54
ORG04456,Retail,Large,3146,Perplexity,2026,631,29.72,8.7,280689,543597,High,93.67
ORG04457,Healthcare,Small,134,Copilot,2026,50,28.4,6.9,33422,33052,Medium,-1.11
ORG04458,Finance,Small,166,Claude,2026,20,22.38,7.4,7189,16671,High,131.9
ORG04459,Education,Small,25,Claude,2026,5,17.42,6.8,23968,47896,Medium,99.83
ORG04460,Retail,Small,137,ChatGPT,2026,7,25.5,7.1,17758,38308,High,115.72
ORG04461,Education,Small,93,Midjourney,2026,44,17.86,5.7,48243,80420,Low,66.7
ORG04462,Manufacturing,Small,139,Midjourney,2026,44,20.85,9.3,24231,25567,High,5.51
ORG04463,Education,Small,90,Claude,2026,10,32.87,7.8,45342,89376,Medium,97.12
ORG04464,IT,Medium,325,Perplexity,2026,52,9.05,7.4,183628,170513,Medium,-7.14
ORG04465,Healthcare,Large,1593,Copilot,2026,43,33.19,6.8,1398846,3167009,Medium,126.4
ORG04466,Finance,Small,142,Claude,2026,9,12.95,9.2,5813,12555,High,115.98
ORG04467,Healthcare,Medium,478,Claude,2026,62,20.12,8.9,75615,160616,Medium,112.41
ORG04468,Healthcare,Medium,870,ChatGPT,2026,261,12.97,6.0,248320,479109,Medium,92.94
ORG04469,Finance,Small,84,Copilot,2026,11,12.36,6.8,13139,18594,Medium,41.52
ORG04470,Retail,Large,9140,Copilot,2026,993,20.97,7.3,1886123,2624893,High,39.17
ORG04471,Education,Small,80,Claude,2026,35,34.08,9.0,12456,17147,High,37.66
ORG04472,Education,Small,188,Copilot,2026,25,35.59,6.9,38941,49316,High,26.64
ORG04473,Finance,Medium,474,Copilot,2026,226,22.63,5.9,96393,121983,Medium,26.55
ORG04474,Finance,Medium,280,Copilot,2026,78,34.71,7.9,237215,533483,High,124.89
ORG04475,Manufacturing,Large,2009,Claude,2026,252,22.38,7.6,1928754,3551445,High,84.13
ORG04476,Finance,Small,176,Midjourney,2026,84,13.42,8.5,42228,91578,Medium,116.87
ORG04477,IT,Small,40,Midjourney,2026,13,19.98,9.9,11968,29546,High,146.88
ORG04478,IT,Small,147,ChatGPT,2026,21,38.82,7.2,15096,31114,Low,106.11
ORG04479,Healthcare,Medium,485,Gemini,2026,88,11.57,9.8,122637,98224,High,-19.91
ORG04480,Healthcare,Small,20,Midjourney,2026,9,38.54,5.9,30671,38523,High,25.6
ORG04481,Retail,Small,123,Copilot,2026,28,15.01,8.2,23798,39402,Low,65.57
ORG04482,Healthcare,Small,102,Gemini,2026,7,16.55,5.9,17966,17086,High,-4.9
ORG04483,Retail,Small,144,Perplexity,2026,36,30.22,7.4,36495,62471,High,71.18
ORG04484,Healthcare,Medium,826,Claude,2026,59,19.69,7.2,229473,407406,Medium,77.54
ORG04485,IT,Medium,751,Midjourney,2026,83,13.45,8.6,125847,153353,Low,21.86
ORG04486,Education,Medium,665,Perplexity,2026,139,26.12,7.5,58313,63966,Low,9.69
ORG04487,Education,Medium,633,Midjourney,2026,49,20.75,8.7,194732,373361,Low,91.73
ORG04488,Manufacturing,Large,4015,ChatGPT,2026,584,23.62,8.2,977278,1984875,Medium,103.1
ORG04489,Finance,Small,77,Perplexity,2026,37,12.27,9.3,20521,17554,Medium,-14.46
ORG04490,Finance,Small,25,ChatGPT,2026,12,8.31,6.0,13582,19292,Medium,42.04
ORG04491,Finance,Small,111,Gemini,2026,11,21.95,6.7,31505,27388,Medium,-13.07
ORG04492,Finance,Medium,753,Perplexity,2026,345,30.66,9.4,184972,297380,Medium,60.77
ORG04493,IT,Medium,889,Midjourney,2026,411,24.97,6.1,228162,475285,Medium,108.31
ORG04494,Finance,Medium,613,ChatGPT,2026,182,14.23,8.5,56423,135964,Medium,140.97
ORG04495,IT,Small,16,Midjourney,2026,13,16.64,6.6,32300,41925,Medium,29.8
ORG04496,Finance,Small,58,Midjourney,2026,26,23.05,7.7,24802,37502,High,51.21
ORG04497,Education,Medium,601,Gemini,2026,182,13.97,7.5,162101,295297,Medium,82.17
ORG04498,Manufacturing,Small,96,Midjourney,2026,13,18.02,7.4,26877,28314,High,5.35
ORG04499,Education,Small,96,Perplexity,2026,24,14.94,9.5,8203,14663,High,78.75
ORG04500,Manufacturing,Small,132,Perplexity,2026,25,32.62,7.9,24030,46125,Low,91.95
ORG04501,Retail,Small,142,Perplexity,2026,56,16.66,7.4,40421,94590,Low,134.01
ORG04502,Finance,Medium,956,ChatGPT,2026,299,18.18,6.4,126413,219062,Medium,73.29
ORG04503,Education,Medium,399,Midjourney,2026,120,32.52,7.1,122424,165139,Medium,34.89
ORG04504,Education,Medium,444,Midjourney,2026,107,26.74,8.6,129770,303186,Medium,133.63
ORG04505,Manufacturing,Medium,760,Claude,2026,324,22.93,9.4,123431,280890,High,127.57
ORG04506,Retail,Small,137,Copilot,2026,9,11.62,6.1,40906,69979,Medium,71.07
ORG04507,Healthcare,Medium,481,Copilot,2026,212,23.15,6.6,165458,393182,Low,137.63
ORG04508,Retail,Medium,640,Copilot,2026,300,37.66,7.1,210035,320720,Medium,52.7
ORG04509,Finance,Small,16,Copilot,2026,5,32.17,8.5,47008,80879,Medium,72.05
ORG04510,IT,Small,64,Gemini,2026,6,22.56,7.5,48747,72299,Medium,48.31
ORG04511,IT,Medium,883,ChatGPT,2026,406,23.1,7.9,68259,105012,Medium,53.84
ORG04512,IT,Small,84,Perplexity,2026,6,23.14,8.8,8192,11639,Low,42.08
ORG04513,Education,Small,115,Claude,2026,30,20.23,7.1,7303,13020,High,78.28
ORG04514,Healthcare,Small,171,Perplexity,2026,5,27.44,7.1,5973,4902,Low,-17.93
ORG04515,IT,Large,8095,Midjourney,2026,2706,27.3,6.2,1510294,2538664,Low,68.09
ORG04516,Manufacturing,Large,4439,ChatGPT,2026,2141,30.11,5.3,501371,547704,Medium,9.24
ORG04517,Manufacturing,Medium,518,Midjourney,2026,170,25.25,7.7,62190,84233,High,35.44
ORG04518,IT,Small,122,ChatGPT,2026,48,28.32,6.2,21035,37093,Low,76.34
ORG04519,IT,Small,168,Perplexity,2026,39,22.33,7.6,44463,104361,Low,134.71
ORG04520,IT,Medium,559,ChatGPT,2026,77,17.69,6.7,187628,330414,High,76.1
ORG04521,Healthcare,Small,57,Copilot,2026,7,11.16,7.7,45657,108270,Medium,137.14
ORG04522,Manufacturing,Large,1410,Gemini,2026,10,9.87,5.7,256776,269813,Low,5.08
ORG04523,Retail,Medium,672,Copilot,2026,9,9.5,8.9,200408,164208,Medium,-18.06
ORG04524,Finance,Medium,518,Claude,2026,249,30.4,7.7,86562,169498,Medium,95.81
ORG04525,Education,Small,149,Claude,2026,40,21.69,8.8,36076,51616,Medium,43.08
ORG04526,Manufacturing,Medium,304,Gemini,2026,31,17.86,10.0,190477,179307,Medium,-5.86
ORG04527,Manufacturing,Medium,351,Midjourney,2026,27,19.49,5.9,211017,487751,High,131.14
ORG04528,IT,Small,173,Midjourney,2026,52,0.0,8.3,17512,41236,Medium,135.47
ORG04529,Finance,Medium,902,Perplexity,2026,222,19.8,9.3,133681,195065,High,45.92
ORG04530,Healthcare,Small,111,Claude,2026,6,18.28,7.2,42016,75999,Low,80.88
ORG04531,Retail,Small,159,Midjourney,2026,73,31.4,7.4,22422,26518,High,18.27
ORG04532,Healthcare,Medium,861,Copilot,2026,111,38.42,7.8,93564,157786,Low,68.64
ORG04533,Manufacturing,Medium,551,Claude,2026,237,15.57,9.0,100140,157031,Low,56.81
ORG04534,Education,Large,2503,Gemini,2026,675,24.07,8.3,608890,583460,Medium,-4.18
ORG04535,IT,Large,7561,Midjourney,2026,1554,23.16,7.7,1727617,2792994,Medium,61.67
ORG04536,Healthcare,Small,26,Gemini,2026,12,25.95,5.8,5681,8149,Low,43.44
ORG04537,Healthcare,Large,9022,Perplexity,2026,1351,38.86,6.8,1574230,2685037,High,70.56
ORG04538,Education,Small,35,Claude,2026,10,23.66,8.3,37859,78015,High,106.07
ORG04539,Healthcare,Medium,714,Gemini,2026,227,20.61,4.5,100767,127052,Low,26.08
ORG04540,Retail,Large,7593,ChatGPT,2026,3274,39.28,7.9,1305220,2812998,Medium,115.52
ORG04541,Healthcare,Small,68,Copilot,2026,12,12.92,8.1,36204,36312,Low,0.3
ORG04542,Finance,Medium,989,Perplexity,2026,50,29.21,9.3,80627,145029,Medium,79.88
ORG04543,IT,Medium,986,Perplexity,2026,56,11.21,6.4,190867,372165,High,94.99
ORG04544,Manufacturing,Small,117,Claude,2026,39,15.82,5.2,39910,53076,Medium,32.99
ORG04545,Education,Small,133,Claude,2026,46,26.34,6.8,34566,35194,Medium,1.82
ORG04546,Retail,Large,5898,Claude,2026,2670,24.14,7.3,1549653,3511550,Medium,126.6
ORG04547,Retail,Small,12,Copilot,2026,6,14.52,5.8,12845,30939,Low,140.86
ORG04548,Healthcare,Small,61,Midjourney,2026,16,1.45,7.6,49371,101847,Low,106.29
ORG04549,IT,Large,1898,Claude,2026,190,24.22,4.7,1246001,2177940,Low,74.79
ORG04550,IT,Small,23,Gemini,2026,19,32.87,8.1,49557,74823,Medium,50.98
ORG04551,Education,Medium,835,Copilot,2026,314,40.75,8.2,201793,236200,High,17.05
ORG04552,Education,Large,9069,Perplexity,2026,4153,27.28,6.3,1935630,2512544,Low,29.8
ORG04553,IT,Medium,932,Midjourney,2026,335,21.76,7.6,69918,92919,Low,32.9
ORG04554,Finance,Medium,513,Midjourney,2026,213,24.03,6.0,166282,227046,Medium,36.54
ORG04555,Retail,Medium,769,Perplexity,2026,311,11.69,7.7,201287,487080,Low,141.98
ORG04556,Retail,Large,5426,Perplexity,2026,1153,8.95,7.6,691527,1120540,Low,62.04
ORG04557,Manufacturing,Medium,847,Copilot,2026,412,18.49,8.0,221242,265181,Medium,19.86
ORG04558,Education,Medium,528,ChatGPT,2026,128,12.11,7.0,169633,192844,Low,13.68
ORG04559,Education,Small,180,ChatGPT,2026,65,23.93,6.8,37828,44151,Medium,16.72
ORG04560,Education,Medium,918,Perplexity,2026,141,31.97,6.3,53390,118441,Low,121.84
ORG04561,Education,Medium,785,ChatGPT,2026,362,27.72,7.0,172835,187876,High,8.7
ORG04562,Finance,Medium,940,Gemini,2026,339,29.05,9.7,202664,240893,High,18.86
ORG04563,Retail,Large,6325,ChatGPT,2026,1411,23.66,6.9,1236429,1473954,Medium,19.21
ORG04564,Manufacturing,Medium,865,Copilot,2026,84,42.72,6.4,63494,76734,Medium,20.85
ORG04565,Healthcare,Medium,415,Midjourney,2026,185,15.96,6.4,91254,121522,High,33.17
ORG04566,Finance,Medium,449,Copilot,2026,198,16.06,5.9,66536,82914,Low,24.62
ORG04567,Education,Medium,937,Copilot,2026,273,19.39,8.1,227087,326612,Medium,43.83
ORG04568,IT,Small,109,ChatGPT,2026,15,20.98,9.4,28097,29720,Low,5.78
ORG04569,Manufacturing,Small,83,Claude,2026,36,19.56,8.2,35770,84576,Medium,136.44
ORG04570,Healthcare,Small,150,Copilot,2026,73,17.34,7.1,13017,21576,Low,65.75
ORG04571,Healthcare,Medium,204,Midjourney,2026,88,13.28,6.2,229785,496639,Low,116.13
ORG04572,Finance,Small,59,ChatGPT,2026,24,31.34,9.8,33208,42163,Medium,26.97
ORG04573,Healthcare,Small,83,Copilot,2026,10,21.62,8.0,34000,67035,High,97.16
ORG04574,Healthcare,Medium,922,Copilot,2026,361,20.25,6.3,71474,68159,Low,-4.64
ORG04575,Retail,Small,188,Gemini,2026,13,22.99,6.7,44801,71882,Low,60.45
ORG04576,Healthcare,Large,8653,ChatGPT,2026,751,18.92,6.9,1375993,2030610,Medium,47.57
ORG04577,IT,Medium,972,Midjourney,2026,425,25.87,6.8,140707,149767,High,6.44
ORG04578,IT,Small,21,Copilot,2026,5,17.06,6.4,44902,67025,Low,49.27
ORG04579,Retail,Large,3755,Gemini,2026,1143,27.78,8.3,726452,1753453,Low,141.37
ORG04580,Finance,Small,161,Midjourney,2026,73,12.28,7.0,27684,38634,High,39.55
ORG04581,Education,Large,8214,Claude,2026,68,26.74,9.5,750251,1367470,Medium,82.27
ORG04582,Education,Small,56,Midjourney,2026,8,19.78,8.3,45444,113228,High,149.16
ORG04583,Healthcare,Small,153,Midjourney,2026,23,25.8,7.4,44372,61903,Low,39.51
ORG04584,Healthcare,Medium,891,Copilot,2026,23,20.83,7.9,108297,188582,Medium,74.13
ORG04585,Education,Small,75,Claude,2026,30,20.41,7.9,8988,11494,Medium,27.88
ORG04586,Education,Medium,661,Copilot,2026,100,32.19,7.4,189803,193008,Medium,1.69
ORG04587,Healthcare,Medium,927,ChatGPT,2026,60,9.45,9.0,195637,200178,Low,2.32
ORG04588,Healthcare,Small,181,Gemini,2026,45,24.23,7.0,48307,49952,Low,3.41
ORG04589,IT,Small,80,Copilot,2026,11,25.37,7.2,6853,14171,Medium,106.79
ORG04590,Education,Large,1654,Copilot,2026,637,15.49,8.1,399919,324921,Medium,-18.75
ORG04591,Finance,Medium,640,Claude,2026,93,34.97,5.5,232928,469059,Low,101.38
ORG04592,IT,Medium,887,Midjourney,2026,351,18.51,5.9,94902,116661,Low,22.93
ORG04593,Manufacturing,Large,2722,Copilot,2026,1008,27.47,10.0,867141,805484,High,-7.11
ORG04594,Manufacturing,Large,7793,Perplexity,2026,558,33.23,7.9,1005432,1302599,Low,29.56
ORG04595,Education,Small,70,Copilot,2026,7,22.78,7.4,26893,62928,Medium,133.99
ORG04596,Retail,Small,150,Copilot,2026,17,38.76,7.5,34135,50664,Medium,48.42
ORG04597,Education,Small,34,Perplexity,2026,14,28.03,7.8,32311,48835,Low,51.14
ORG04598,Finance,Medium,576,ChatGPT,2026,25,23.9,7.4,241486,441001,Low,82.62
ORG04599,Retail,Small,98,Midjourney,2026,16,20.46,5.9,7527,9270,Medium,23.16
ORG04600,Manufacturing,Medium,645,Copilot,2026,57,24.16,6.9,224657,348640,High,55.19
ORG04601,IT,Large,7656,Copilot,2026,1202,5.32,5.9,883796,760444,High,-13.96
ORG04602,IT,Medium,231,Midjourney,2026,13,30.99,6.8,50928,116894,Medium,129.53
ORG04603,IT,Medium,957,ChatGPT,2026,315,19.35,8.0,107040,238275,Low,122.6
ORG04604,Education,Small,18,ChatGPT,2026,15,15.06,6.5,35539,79641,Low,124.09
ORG04605,Healthcare,Small,84,Midjourney,2026,22,24.01,7.5,37765,58151,High,53.98
ORG04606,Education,Medium,892,Perplexity,2026,98,19.89,7.4,177800,234361,Medium,31.81
ORG04607,Manufacturing,Medium,550,Claude,2026,215,17.32,5.6,97243,153848,Medium,58.21
ORG04608,Finance,Large,4759,Gemini,2026,1559,20.49,8.8,1731556,4051068,Low,133.96
ORG04609,Finance,Small,70,ChatGPT,2026,20,21.45,6.8,30578,25898,Medium,-15.31
ORG04610,Retail,Medium,827,Copilot,2026,233,10.25,9.3,131031,260834,Medium,99.06
ORG04611,Retail,Medium,672,Copilot,2026,137,9.15,5.4,115699,226678,Low,95.92
ORG04612,IT,Medium,934,Midjourney,2026,11,4.75,7.4,236807,351330,Medium,48.36
ORG04613,Education,Small,131,Perplexity,2026,48,17.2,8.7,6531,15715,Medium,140.62
ORG04614,Healthcare,Medium,241,Perplexity,2026,16,28.34,8.1,162973,275995,High,69.35
ORG04615,Manufacturing,Large,1248,Claude,2026,300,30.41,7.1,1721122,2892585,Low,68.06
ORG04616,Finance,Small,130,ChatGPT,2026,53,24.43,6.4,33776,73361,Medium,117.2
ORG04617,Education,Small,63,Claude,2026,23,21.05,6.1,46151,54282,Medium,17.62
